transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,total_amount,payment_method,channel
TXN-335454A4C7CC,CUST-0426,PROD-1184,2024-02-09 13:24:49,1,203.5,203.5,paypal,mobile_app
TXN-0186A7D509E2,CUST-0166,PROD-1101,2024-02-23 15:31:13,1,229.24,229.24,apple_pay,in-store
TXN-BC4850B49AD2,CUST-0290,PROD-1193,2024-03-27 18:34:52,1,85.65,85.65,debit_card,in-store
TXN-95C10092F7AB,CUST-0033,PROD-1017,2024-06-07 20:16:34,1,235.9,235.9,gift_card,online
TXN-D7822E7D1CC6,CUST-0482,PROD-1182,2025-07-13 17:35:19,1,188.31,188.31,apple_pay,in-store
TXN-425CBE6BD560,CUST-0042,PROD-1105,2024-04-18 02:00:03,1,46.7,46.7,paypal,in-store
TXN-7B47EB12FCF8,CUST-0280,PROD-1015,2025-09-07 03:35:00,1,299.56,299.56,debit_card,mobile_app
TXN-5E0B40544C54,CUST-0422,PROD-1022,2025-11-27 17:13:22,2,55.63,111.26,debit_card,online
TXN-2AAAA7A013BF,CUST-0391,PROD-1066,2024-03-28 19:00:04,1,284.68,284.68,gift_card,online
TXN-04325808D66F,CUST-0027,PROD-1164,2024-12-16 07:59:24,2,27.29,54.58,paypal,online
TXN-CFC3F9226689,CUST-0022,PROD-1056,2024-08-25 02:29:11,2,282.92,565.84,debit_card,mobile_app
TXN-4EC1B708E164,CUST-0164,PROD-1082,2025-09-06 20:49:15,1,30.24,30.24,credit_card,mobile_app
TXN-63AD0F299DC9,CUST-0392,PROD-1074,2025-10-06 14:02:11,1,256.43,256.43,gift_card,online
TXN-CAEBF9843735,CUST-0021,PROD-1051,2024-11-20 09:59:35,1,49.85,49.85,debit_card,mobile_app
TXN-87F8724A6C5A,CUST-0252,PROD-1001,2024-05-05 06:00:31,1,97.88,97.88,gift_card,in-store
TXN-5A23E59DEA81,CUST-0261,PROD-1042,2024-08-24 12:30:34,1,197.73,197.73,gift_card,online
TXN-FA288114EE7B,CUST-0469,PROD-1160,2025-03-13 03:59:30,2,286.58,573.16,apple_pay,mobile_app
TXN-5FEA8A57F5B7,CUST-0192,PROD-1130,2024-11-09 03:40:03,1,208.42,208.42,gift_card,in-store
TXN-1B2211AB5ED0,CUST-0172,PROD-1050,2025-02-08 10:14:51,1,85.0,85.0,paypal,online
TXN-92B0C9205D81,CUST-0334,PROD-1073,2025-11-23 03:03:48,1,200.17,200.17,gift_card,mobile_app
TXN-AFB5B16882D8,CUST-0344,PROD-1131,2024-11-13 19:40:13,2,235.3,470.6,debit_card,online
TXN-4E2F9879E44B,CUST-0022,PROD-1099,2024-11-15 08:41:48,2,78.05,156.1,debit_card,mobile_app
TXN-9B1BB81BD943,CUST-0377,PROD-1191,2024-11-28 23:15:53,1,202.99,202.99,gift_card,in-store
TXN-05ABAFE83D48,CUST-0185,PROD-1118,2024-12-22 23:56:22,1,221.59,221.59,gift_card,in-store
TXN-DF681C0E3B13,CUST-0112,PROD-1130,2024-01-20 04:49:36,1,208.42,208.42,debit_card,online
TXN-D6CC92CE27F3,CUST-0441,PROD-1085,2025-08-26 15:00:13,1,237.97,237.97,apple_pay,in-store
TXN-D382D0251C76,CUST-0201,PROD-1154,2026-02-02 19:14:35,2,110.09,220.18,paypal,mobile_app
TXN-7A0727273AB1,CUST-0306,PROD-1073,2025-01-21 01:26:21,2,200.17,400.34,credit_card,mobile_app
TXN-57EAF0417988,CUST-0055,PROD-1000,2024-03-18 17:10:49,2,209.47,418.94,credit_card,in-store
TXN-3DF041BBC0E4,CUST-0477,PROD-1000,2025-08-15 12:24:08,1,209.47,209.47,gift_card,online
TXN-52B0B68C7E11,CUST-0050,PROD-1013,2024-10-23 08:59:48,1,226.0,226.0,paypal,mobile_app
TXN-98FE9420B1D7,CUST-0449,PROD-1095,2025-10-10 13:02:40,1,100.8,100.8,credit_card,in-store
TXN-ADAA34B7930D,CUST-0395,PROD-1008,2025-04-14 05:14:40,2,43.97,87.94,debit_card,in-store
TXN-8C4293775C25,CUST-0234,PROD-1052,2024-02-17 04:11:10,1,193.84,193.84,paypal,online
TXN-46E11721F35B,CUST-0008,PROD-1028,2024-12-30 18:05:01,1,222.76,222.76,paypal,mobile_app
TXN-88EC27957C82,CUST-0356,PROD-1142,2024-02-05 01:03:30,1,95.23,95.23,gift_card,in-store
TXN-92121F82B731,CUST-0033,PROD-1187,2024-11-30 17:30:42,1,108.58,108.58,credit_card,in-store
TXN-33E3A6A93F0B,CUST-0348,PROD-1096,2026-02-11 17:17:23,1,30.89,30.89,paypal,in-store
TXN-E37370EB734A,CUST-0212,PROD-1044,2024-03-09 09:41:44,3,28.07,84.21,credit_card,in-store
TXN-C62DC6CBC62E,CUST-0364,PROD-1072,2024-11-10 21:09:09,2,112.3,224.6,apple_pay,online
TXN-49DA981D1A10,CUST-0344,PROD-1069,2024-10-19 03:45:03,3,75.23,225.69,debit_card,mobile_app
TXN-9CBF14FF0E0C,CUST-0230,PROD-1000,2024-03-09 13:01:42,3,209.47,628.41,gift_card,in-store
TXN-95E1F08279E8,CUST-0287,PROD-1179,2024-12-25 15:43:26,1,275.75,275.75,credit_card,in-store
TXN-F81D51229D18,CUST-0187,PROD-1022,2025-12-09 18:30:42,1,55.63,55.63,paypal,mobile_app
TXN-2F121B33FF64,CUST-0084,PROD-1095,2025-07-30 18:02:01,1,100.8,100.8,gift_card,mobile_app
TXN-DFE9A17BD76C,CUST-0075,PROD-1082,2025-06-22 17:11:03,2,30.24,60.48,paypal,online
TXN-28BCBC6B2606,CUST-0298,PROD-1102,2025-06-23 17:23:40,1,290.06,290.06,apple_pay,online
TXN-624AEEFE07AB,CUST-0417,PROD-1172,2026-02-07 04:41:39,2,103.26,206.52,gift_card,in-store
TXN-B09B88178D9D,CUST-0185,PROD-1110,2025-01-28 07:59:29,1,124.84,124.84,debit_card,in-store
TXN-CEAD00CF0E77,CUST-0474,PROD-1091,2025-12-01 05:52:36,1,193.06,193.06,gift_card,mobile_app
TXN-3677FC56C3A1,CUST-0085,PROD-1010,2024-08-13 07:52:27,1,97.96,97.96,gift_card,in-store
TXN-30DC71AB9C54,CUST-0277,PROD-1161,2024-09-04 15:54:19,2,183.04,366.08,gift_card,online
TXN-3BCE76C0EC54,CUST-0418,PROD-1052,2025-09-07 17:00:20,2,193.84,387.68,credit_card,in-store
TXN-DE623C212CC6,CUST-0451,PROD-1028,2024-03-06 05:04:08,3,222.76,668.28,gift_card,online
TXN-2FAD295E3D26,CUST-0295,PROD-1001,2024-09-12 20:31:54,1,97.88,97.88,debit_card,mobile_app
TXN-F6F8552AC80A,CUST-0364,PROD-1085,2025-05-20 15:02:45,1,237.97,237.97,apple_pay,mobile_app
TXN-302ECE60F818,CUST-0480,PROD-1101,2025-09-02 04:38:07,1,229.24,229.24,debit_card,mobile_app
TXN-DC486E8622AE,CUST-0180,PROD-1191,2024-06-14 07:52:20,1,202.99,202.99,debit_card,mobile_app
TXN-B0938BF3AB31,CUST-0330,PROD-1116,2024-10-19 13:29:36,1,222.8,222.8,credit_card,mobile_app
TXN-78CC722C834F,CUST-0410,PROD-1027,2024-04-22 04:03:35,1,37.42,37.42,apple_pay,online
TXN-51035900D926,CUST-0387,PROD-1103,2024-11-21 01:10:57,1,240.62,240.62,gift_card,mobile_app
TXN-FDB06080D1A7,CUST-0050,PROD-1048,2024-02-18 07:23:48,1,258.48,258.48,apple_pay,online
TXN-D612DCB1D7EB,CUST-0107,PROD-1047,2024-04-20 19:36:16,2,290.29,580.58,credit_card,in-store
TXN-A0D25EAEF1A7,CUST-0232,PROD-1030,2025-07-09 09:05:55,1,152.59,152.59,paypal,online
TXN-C97DE15E7E86,CUST-0358,PROD-1152,2025-08-25 08:16:03,1,229.93,229.93,apple_pay,online
TXN-EA32CCC6DDCC,CUST-0156,PROD-1109,2026-01-13 05:31:00,1,130.86,130.86,gift_card,mobile_app
TXN-BC4C05EAE973,CUST-0022,PROD-1173,2024-02-18 23:04:39,1,101.7,101.7,paypal,in-store
TXN-F4895426CC0E,CUST-0180,PROD-1007,2026-01-05 16:59:38,1,255.66,255.66,paypal,mobile_app
TXN-809358EB27A8,CUST-0395,PROD-1025,2025-06-29 08:16:33,1,244.39,244.39,paypal,online
TXN-6B7AC6826E4E,CUST-0195,PROD-1009,2024-05-14 21:12:20,3,146.41,439.23,paypal,in-store
TXN-66B2816DD767,CUST-0279,PROD-1023,2024-05-26 00:47:01,1,204.47,204.47,paypal,in-store
TXN-6B0CFAE5B37E,CUST-0384,PROD-1086,2025-12-30 00:00:28,1,225.98,225.98,credit_card,in-store
TXN-03455C3CC268,CUST-0159,PROD-1141,2025-12-01 21:55:03,2,180.36,360.72,debit_card,mobile_app
TXN-1D190AE4F162,CUST-0211,PROD-1024,2024-07-18 10:30:29,1,74.43,74.43,gift_card,mobile_app
TXN-8BB5CD831FC8,CUST-0400,PROD-1007,2025-11-21 09:33:01,3,255.66,766.98,credit_card,mobile_app
TXN-24F049C307C0,CUST-0093,PROD-1118,2025-08-26 00:19:43,1,221.59,221.59,gift_card,mobile_app
TXN-5EDEE39E6E98,CUST-0371,PROD-1012,2024-07-01 19:00:07,1,133.79,133.79,gift_card,in-store
TXN-AB66636BC4D0,CUST-0090,PROD-1115,2024-09-09 19:37:03,1,57.54,57.54,credit_card,in-store
TXN-F3672D8BDC1B,CUST-0308,PROD-1084,2024-08-28 11:13:12,1,145.19,145.19,credit_card,online
TXN-347E64A7E96C,CUST-0247,PROD-1124,2025-08-24 15:43:39,1,142.37,142.37,debit_card,in-store
TXN-D253109C8666,CUST-0023,PROD-1077,2025-06-12 06:44:37,1,124.7,124.7,gift_card,in-store
TXN-5243582DED8C,CUST-0118,PROD-1182,2024-06-29 08:07:54,1,188.31,188.31,credit_card,online
TXN-BAA6BDF2387A,CUST-0072,PROD-1033,2024-02-06 18:47:14,2,179.55,359.1,paypal,in-store
TXN-A8B8AA628232,CUST-0188,PROD-1178,2025-07-26 02:46:58,1,271.16,271.16,gift_card,online
TXN-F21B76135CB6,CUST-0215,PROD-1121,2025-11-08 18:06:43,1,90.67,90.67,gift_card,mobile_app
TXN-B00AB7563313,CUST-0217,PROD-1017,2025-02-12 04:59:00,1,235.9,235.9,apple_pay,in-store
TXN-19FF00DAA0D1,CUST-0206,PROD-1129,2024-08-01 15:23:18,3,290.96,872.88,credit_card,online
TXN-AF5D9912C953,CUST-0083,PROD-1022,2024-11-01 06:41:11,1,55.63,55.63,paypal,mobile_app
TXN-7AE384731CAA,CUST-0280,PROD-1095,2026-01-12 08:38:53,1,100.8,100.8,credit_card,mobile_app
TXN-9C258ABB0C81,CUST-0095,PROD-1149,2024-03-02 18:12:08,1,296.32,296.32,debit_card,online
TXN-85AFAA4C727F,CUST-0076,PROD-1076,2025-08-29 22:42:56,1,264.74,264.74,credit_card,in-store
TXN-70738B91A5DF,CUST-0031,PROD-1130,2024-06-24 03:43:15,2,208.42,416.84,gift_card,mobile_app
TXN-767325BE4608,CUST-0137,PROD-1149,2025-04-16 05:29:21,1,296.32,296.32,debit_card,in-store
TXN-B8870A636C2A,CUST-0472,PROD-1062,2024-11-27 18:07:59,2,119.0,238.0,debit_card,mobile_app
TXN-2F91340E76DE,CUST-0244,PROD-1122,2024-06-02 20:44:25,1,198.28,198.28,debit_card,in-store
TXN-87EDDD2FE761,CUST-0284,PROD-1162,2024-04-20 04:02:05,1,28.25,28.25,debit_card,mobile_app
TXN-102B65DB85BF,CUST-0066,PROD-1130,2024-04-15 15:00:02,1,208.42,208.42,paypal,mobile_app
TXN-5BC3C5817567,CUST-0038,PROD-1144,2025-10-04 08:43:07,1,76.64,76.64,apple_pay,online
TXN-B5CA466DFF83,CUST-0424,PROD-1067,2025-11-01 21:19:09,1,142.13,142.13,credit_card,in-store
TXN-E7855F8D6B7E,CUST-0400,PROD-1101,2025-08-03 11:53:00,1,229.24,229.24,paypal,in-store
TXN-49599660C1E8,CUST-0311,PROD-1057,2024-07-16 19:04:13,2,34.15,68.3,paypal,mobile_app
TXN-AF931D5480DD,CUST-0487,PROD-1130,2024-09-01 08:00:52,2,208.42,416.84,debit_card,mobile_app
TXN-11CB4C96432A,CUST-0267,PROD-1073,2024-04-26 14:16:06,1,200.17,200.17,paypal,mobile_app
TXN-08CAEDF007B0,CUST-0016,PROD-1106,2024-05-11 19:09:49,1,37.38,37.38,debit_card,mobile_app
TXN-3BD27D504C25,CUST-0021,PROD-1094,2025-03-12 06:13:51,1,118.8,118.8,paypal,mobile_app
TXN-8F7E29654F2D,CUST-0414,PROD-1087,2025-05-23 02:42:56,1,218.66,218.66,apple_pay,in-store
TXN-011C7ED227CF,CUST-0262,PROD-1124,2024-08-01 05:41:50,1,142.37,142.37,paypal,in-store
TXN-EAE49B9A77ED,CUST-0047,PROD-1177,2025-06-15 21:58:15,1,240.0,240.0,gift_card,mobile_app
TXN-F41C32CBB7A7,CUST-0316,PROD-1161,2025-02-20 15:39:14,1,183.04,183.04,apple_pay,in-store
TXN-1A79A3601773,CUST-0305,PROD-1131,2025-05-18 13:43:22,1,235.3,235.3,debit_card,mobile_app
TXN-DF273A4B2A0C,CUST-0098,PROD-1089,2024-10-25 00:33:26,3,116.45,349.35,apple_pay,mobile_app
TXN-61384F55AD31,CUST-0347,PROD-1105,2025-10-20 10:12:10,1,46.7,46.7,debit_card,mobile_app
